day,year,mo,da,date,temp,dewp,slp,visib,wdsp,mxpsd,gust,max,min,prcp,sndp,fog,num_offences,other_offense,criminal_trespass,burglary,weapons_violation,kidnapping,deceptive_practice,officer_interference,sex_offense,theft,robbery,assault,child_offense,criminal_damage,battery,narcotics,vehicle_theft,crim_sexual_assault,peace_violation,stalking,criminal_sexual_assault,liquor_violation,obscenity,gambling,prostitution,arson,homicide,intimidation,public_indecency,other_narcotics,cc_violation,human_trafficking,non_criminal1,non_criminal2,ritualism,non_criminal3,domestic_violence
3,2014,12,31,2014-12-31,10.5,-3.6,1034.0,10.0,10.5,15.9,24.1,19.9,3.9,0.0,999.9,0,585,28,14,38,9,1,56,1,1,141,30,31,5,78,91,24,26,3,3,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
4,2015,01,01,2015-01-01,19.9,6.0,1019.3,10.0,13.7,18.1,27.0,32.0,3.9,0.0,999.9,0,1238,93,19,16,23,0,220,3,49,154,32,39,151,93,199,43,23,60,3,1,11,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2015,01,02,2015-01-02,25.7,16.0,1023.3,10.0,5.1,14.0,19.0,34.0,14.0,0.0,999.9,0,674,42,16,33,7,0,52,5,1,130,36,35,4,65,116,86,25,3,7,0,0,0,1,0,8,1,0,1,0,0,0,0,0,0,0,0,0
6,2015,01,03,2015-01-03,31.5,27.0,1017.7,5.2,4.6,8.0,999.9,34.0,15.1,0.09,999.9,0,648,39,20,21,5,0,27,7,1,136,29,38,6,70,125,70,28,3,4,0,0,5,0,0,12,0,1,0,0,0,0,1,0,0,0,0,0
7,2015,01,04,2015-01-04,29.0,26.1,1012.9,3.2,10.3,22.0,27.0,34.0,12.9,0.57,2.0,1,514,37,14,16,5,1,19,7,2,108,19,34,3,42,111,66,14,4,4,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0
1,2015,01,05,2015-01-05,2.2,-7.4,1034.9,10.0,12.4,18.1,24.1,12.9,-2.9,0.04,2.0,0,523,33,15,38,6,0,42,1,3,123,17,36,5,35,89,43,24,2,6,0,0,0,0,0,2,0,1,1,1,0,0,0,0,0,0,0,0
2,2015,01,06,2015-01-06,5.3,-0.9,1028.6,7.4,9.0,20.0,25.1,10.0,-5.1,0.16,3.1,0,503,42,16,26,2,0,42,1,1,124,20,30,4,37,69,57,15,5,3,0,0,0,0,0,3,2,3,0,0,0,0,0,0,1,0,0,0
3,2015,01,07,2015-01-07,3.1,-7.6,1034.1,10.0,16.5,22.0,28.9,10.0,-5.1,0.01,3.1,0,474,40,13,24,4,0,40,1,0,101,18,23,4,36,78,61,24,0,2,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
4,2015,01,08,2015-01-08,-2.1,-10.2,1035.1,8.2,13.1,22.0,32.1,10.9,-8.0,0.0,3.9,0,448,33,12,22,6,1,28,3,1,96,16,27,1,49,67,47,32,0,2,0,0,1,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0
5,2015,01,09,2015-01-09,8.1,-0.5,1022.9,6.7,15.5,24.1,34.0,18.0,-8.0,0.06,3.9,0,590,61,22,34,5,0,34,4,2,108,30,38,3,43,90,72,28,1,10,1,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0
6,2015,01,10,2015-01-10,4.8,-3.9,1030.4,10.0,10.5,19.0,22.0,19.0,-2.0,0.0,3.9,0,647,56,13,28,9,0,31,4,2,140,24,38,8,36,115,78,44,0,5,3,0,1,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0
7,2015,01,11,2015-01-11,25.8,14.1,1025.1,9.6,9.4,15.0,999.9,32.0,19.0,0.0,3.9,0,650,48,23,30,9,0,22,4,3,147,26,33,6,57,132,69,23,4,7,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1,2015,01,12,2015-01-12,23.1,16.3,1031.9,6.7,9.1,15.0,999.9,32.0,15.1,0.19,5.9,1,607,47,23,36,1,0,37,4,0,149,26,35,4,57,91,65,21,1,4,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,0,0
2,2015,01,13,2015-01-13,16.9,8.7,1039.0,8.5,8.9,15.0,20.0,28.0,14.0,0.0,5.9,0,612,42,15,36,4,0,40,2,1,141,32,47,2,45,92,77,21,1,4,0,0,0,0,0,7,0,2,1,0,0,0,0,0,0,0,0,0
3,2015,01,14,2015-01-14,10.5,5.8,1030.0,9.3,4.4,8.0,999.9,19.0,1.0,0.0,5.1,0,675,51,16,54,6,0,36,1,1,133,26,32,8,59,97,101,36,4,7,0,0,1,0,0,2,1,1,1,0,0,0,1,0,0,0,0,0
4,2015,01,15,2015-01-15,22.0,14.6,1019.9,9.9,8.5,14.0,19.0,34.0,1.0,0.0,5.1,0,763,44,17,57,14,0,45,5,3,164,33,38,8,64,94,131,30,5,5,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0
5,2015,01,16,2015-01-16,28.3,22.4,1019.5,9.8,6.7,11.1,17.1,34.0,17.1,0.0,3.9,0,710,49,22,34,8,1,43,2,2,167,16,38,9,73,118,79,27,2,8,0,0,1,0,2,7,0,1,1,0,0,0,0,0,0,0,0,0
6,2015,01,17,2015-01-17,34.2,26.6,1010.3,9.4,12.3,21.0,32.1,42.1,23.0,0.0,1.2,0,741,46,20,37,11,0,27,2,2,156,25,38,4,73,156,84,31,4,10,0,0,1,0,1,11,0,2,0,0,0,0,0,0,0,0,0,0
7,2015,01,18,2015-01-18,36.8,29.5,1007.4,10.0,11.6,15.9,21.0,42.1,26.1,0.0,1.2,0,698,48,7,32,6,1,21,5,3,156,28,52,7,104,133,57,25,2,5,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1,2015,01,19,2015-01-19,31.8,26.7,1015.5,10.0,4.3,8.0,999.9,41.0,25.0,0.0,999.9,0,709,47,17,27,16,0,37,2,0,156,39,30,8,75,124,92,31,4,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,01,20,2015-01-20,33.6,30.3,1012.7,7.5,5.7,14.0,999.9,41.0,25.0,0.0,999.9,0,793,60,25,46,7,2,50,0,2,184,41,57,5,78,126,65,29,3,8,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0
3,2015,01,21,2015-01-21,30.9,27.6,1017.3,8.7,7.4,13.0,999.9,36.0,28.9,0.0,999.9,0,746,46,23,46,10,2,53,4,4,160,29,50,4,79,118,66,27,3,7,0,0,0,0,0,10,2,3,0,0,0,0,0,0,0,0,0,0
4,2015,01,22,2015-01-22,29.9,22.7,1028.4,9.9,5.6,9.9,999.9,33.1,28.0,0.01,999.9,0,752,50,14,57,10,0,48,6,2,172,23,48,7,67,118,92,21,4,6,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
5,2015,01,23,2015-01-23,29.6,23.0,1024.1,9.8,9.9,13.0,19.0,30.9,28.0,0.0,999.9,0,800,47,40,46,8,1,38,7,3,156,24,61,4,87,137,90,26,1,10,0,0,1,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0
6,2015,01,24,2015-01-24,32.7,26.4,1008.2,9.9,8.2,13.0,15.0,43.0,28.9,0.0,999.9,0,756,49,20,31,12,1,33,4,1,163,36,41,5,85,126,83,27,7,8,0,0,1,0,1,18,2,1,0,0,0,0,0,1,0,0,0,0
7,2015,01,25,2015-01-25,31.1,27.5,1008.0,6.5,10.9,19.0,28.0,43.0,26.1,0.0,1.2,0,646,45,16,29,7,0,34,4,4,133,20,38,5,74,135,58,30,4,3,0,1,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
1,2015,01,26,2015-01-26,23.2,15.8,1014.7,9.2,6.6,14.0,999.9,34.0,15.1,0.08,1.2,0,656,45,22,42,2,0,40,3,1,153,33,48,6,57,108,64,21,1,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,2015,01,27,2015-01-27,27.4,21.8,1018.7,7.0,5.6,8.9,999.9,32.0,15.1,0.07,1.2,0,675,58,19,39,10,1,46,8,4,125,16,41,9,57,104,90,26,3,12,1,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0
3,2015,01,28,2015-01-28,25.8,17.5,1024.1,10.0,6.3,17.1,20.0,33.1,19.0,0.0,1.2,0,647,48,23,27,6,1,42,3,2,155,18,32,3,54,106,83,27,3,3,1,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0
4,2015,01,29,2015-01-29,33.3,25.2,1012.6,9.3,12.4,20.0,24.1,35.1,19.0,0.01,1.2,0,705,42,19,36,9,0,44,3,3,163,21,49,6,47,116,94,23,4,7,3,0,2,0,0,11,0,3,0,0,0,0,0,0,0,0,0,0
5,2015,01,30,2015-01-30,27.0,12.5,1029.9,9.9,9.0,15.9,28.0,35.1,19.0,0.01,1.2,0,714,53,17,39,13,1,48,5,2,140,26,41,9,56,115,101,32,4,4,2,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0
6,2015,01,31,2015-01-31,27.0,17.9,1025.9,10.0,5.9,11.1,999.9,36.0,18.0,0.0,1.2,0,636,40,19,26,10,2,27,2,2,114,19,35,5,70,132,75,35,3,5,0,0,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0
7,2015,02,01,2015-02-01,29.1,26.8,1016.3,1.7,11.0,22.0,34.0,36.0,19.0,0.35,13.0,1,563,46,6,23,1,0,119,0,5,104,14,32,10,49,99,23,18,7,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
1,2015,02,02,2015-02-02,14.5,8.5,1019.0,4.9,14.4,21.0,29.9,30.9,6.1,0.65,16.9,1,473,38,9,19,3,0,68,1,3,90,13,43,5,38,77,43,11,4,4,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2,2015,02,03,2015-02-03,13.5,7.2,1022.4,9.3,6.6,11.1,999.9,24.1,1.9,0.05,16.9,1,512,30,5,18,8,0,58,5,6,110,18,38,5,41,94,46,20,3,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3,2015,02,04,2015-02-04,21.1,16.4,1019.5,6.2,6.8,13.0,999.9,26.1,1.9,0.09,16.1,0,577,35,12,24,6,1,48,2,0,116,17,47,5,55,105,72,17,1,6,1,0,1,0,0,4,0,1,0,0,0,1,0,0,0,0,0,0
4,2015,02,05,2015-02-05,7.4,-3.0,1030.7,10.0,7.2,11.1,999.9,25.0,-2.0,0.02,14.2,0,572,50,14,26,4,1,44,4,0,110,21,37,6,46,107,71,17,3,6,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
5,2015,02,06,2015-02-06,17.5,7.9,1023.3,10.0,8.7,13.0,22.0,30.9,-2.0,0.0,14.2,0,697,49,16,27,8,0,48,7,5,131,18,45,10,77,110,103,24,2,8,0,1,3,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0
6,2015,02,07,2015-02-07,29.1,24.3,1012.2,9.1,6.8,12.0,999.9,41.0,12.9,0.0,9.8,0,679,52,24,20,7,0,43,4,1,113,20,49,7,86,113,92,15,5,10,1,0,1,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0
7,2015,02,08,2015-02-08,36.0,33.1,1004.5,5.8,6.6,18.1,24.1,41.0,18.0,0.0,7.9,0,615,42,8,19,6,0,26,6,4,112,23,31,7,75,122,87,24,7,2,0,0,1,0,0,8,1,2,2,0,0,0,0,0,0,0,0,0
1,2015,02,09,2015-02-09,25.6,22.3,1019.2,7.8,12.2,15.9,22.0,39.0,24.1,0.01,7.1,0,607,49,13,27,11,0,49,7,0,131,16,36,4,54,96,79,22,1,8,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
2,2015,02,10,2015-02-10,24.8,16.8,1023.9,10.0,6.4,9.9,999.9,33.1,14.0,0.0,5.9,0,629,49,22,22,8,0,46,5,2,120,18,40,8,64,106,76,19,2,9,1,0,0,1,0,7,2,2,0,0,0,0,0,0,0,0,0,0
3,2015,02,11,2015-02-11,30.6,22.8,1017.3,9.2,10.7,18.1,25.1,35.1,14.0,0.0,5.9,0,606,46,27,31,1,0,40,3,2,123,28,45,4,52,95,86,13,2,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
4,2015,02,12,2015-02-12,15.9,3.6,1025.9,9.7,14.2,21.0,28.0,35.1,8.1,0.0,5.1,0,611,41,18,26,7,1,50,7,1,123,16,50,4,56,102,79,21,1,2,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,0,0,0
5,2015,02,13,2015-02-13,11.0,1.8,1027.0,10.0,7.9,15.9,22.0,21.9,5.0,0.0,5.1,0,632,55,14,20,9,0,65,2,1,121,12,34,6,55,101,97,22,4,8,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
6,2015,02,14,2015-02-14,18.6,8.5,1017.7,8.7,15.2,29.9,41.0,27.0,5.0,0.0,5.1,0,597,47,22,25,6,1,25,1,4,121,13,39,11,61,117,59,29,3,4,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0
7,2015,02,15,2015-02-15,4.5,-6.2,1033.8,8.3,10.3,15.9,999.9,27.0,-2.9,0.0,5.1,0,552,52,14,19,4,0,35,5,1,95,13,29,5,46,117,72,29,7,3,0,0,0,0,0,4,0,1,0,0,0,0,0,1,0,0,0,0
1,2015,02,16,2015-02-16,11.8,-1.9,1026.2,9.7,4.1,8.0,999.9,18.0,-2.9,0.03,5.1,0,539,54,21,20,11,1,39,5,2,99,7,26,10,50,83,77,28,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
2,2015,02,17,2015-02-17,16.5,6.6,1015.2,9.0,9.2,14.0,20.0,19.0,5.0,0.0,5.1,0,597,37,9,26,11,1,44,2,2,128,14,50,7,45,104,68,28,6,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0
3,2015,02,18,2015-02-18,7.3,-3.3,1014.6,9.7,13.3,19.0,27.0,19.0,1.9,0.0,5.1,0,511,44,18,23,6,0,49,5,1,113,11,33,4,35,83,55,24,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,2015,02,19,2015-02-19,-1.8,-15.0,1027.6,9.8,12.0,15.0,22.9,8.1,-8.0,0.0,5.1,0,463,34,12,16,6,0,37,4,2,103,12,27,3,41,79,48,31,1,3,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
5,2015,02,20,2015-02-20,3.3,-6.4,1026.0,9.1,9.3,21.0,25.1,17.1,-8.0,0.0,5.1,0,652,37,21,33,1,0,60,5,1,130,22,35,10,55,103,83,31,2,2,0,0,4,1,0,11,0,2,2,0,0,0,0,0,1,0,0,0
6,2015,02,21,2015-02-21,21.7,12.0,1015.0,8.8,6.1,19.0,22.9,30.9,16.0,0.01,5.1,0,652,40,14,19,10,2,33,5,0,140,18,41,4,71,123,85,27,3,4,0,0,2,0,0,8,1,1,1,0,0,0,0,0,0,0,0,0
7,2015,02,22,2015-02-22,21.4,10.8,1026.9,9.1,8.9,15.0,999.9,32.0,10.0,0.0,5.1,0,593,40,16,20,11,1,34,5,1,104,16,41,9,52,145,67,17,0,5,0,1,1,0,0,5,1,1,0,0,0,0,0,0,0,0,0,0
1,2015,02,23,2015-02-23,4.2,-10.4,1038.9,10.0,9.4,15.0,17.1,10.9,-4.0,0.0,5.1,0,572,42,19,33,7,1,45,2,3,130,14,32,4,47,109,46,26,1,9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2015,02,24,2015-02-24,11.3,-0.3,1017.8,9.7,13.0,19.0,28.9,28.9,-4.0,0.0,5.1,0,628,48,18,42,10,0,36,4,0,114,15,44,6,58,110,73,33,1,6,0,0,1,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0
3,2015,02,25,2015-02-25,21.1,7.5,1012.8,9.4,7.7,15.0,22.0,28.9,3.9,0.01,5.1,0,572,49,11,23,4,1,45,5,2,96,19,43,7,46,111,67,21,4,7,0,0,0,0,0,3,3,3,2,0,0,0,0,0,0,0,0,0
4,2015,02,26,2015-02-26,16.8,10.2,1023.9,3.4,10.6,17.1,20.0,26.1,10.0,0.31,9.8,1,518,31,14,20,7,2,52,0,3,112,11,30,7,48,88,75,12,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
5,2015,02,27,2015-02-27,6.0,-6.6,1034.1,10.0,8.3,12.0,999.9,19.0,-2.0,0.03,9.1,0,638,51,19,25,5,1,60,3,1,135,16,46,10,46,103,80,28,0,5,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
6,2015,02,28,2015-02-28,6.0,-4.6,1039.6,9.9,4.2,7.0,999.9,21.0,-9.9,0.0,7.9,0,545,37,22,17,9,0,28,5,2,104,21,39,9,55,109,62,20,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7,2015,03,01,2015-03-01,18.3,12.8,1029.8,5.6,4.9,12.0,999.9,25.0,10.0,0.04,7.9,0,759,69,13,27,8,1,91,5,11,130,17,33,10,73,140,84,32,6,1,1,2,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
1,2015,03,02,2015-03-02,21.3,10.5,1030.7,10.0,7.1,11.1,999.9,33.1,10.0,0.02,7.9,0,658,37,15,35,9,0,48,1,2,131,26,39,11,56,108,97,33,5,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
2,2015,03,03,2015-03-03,28.2,22.2,1018.1,6.2,10.9,17.1,24.1,34.0,12.9,0.1,7.9,0,636,59,17,28,5,1,54,4,1,115,18,43,6,49,116,77,27,2,9,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
3,2015,03,04,2015-03-04,24.1,14.5,1016.8,10.0,11.4,17.1,27.0,34.0,16.0,0.03,7.1,0,562,35,14,19,6,1,46,1,0,120,11,34,5,41,125,71,17,6,6,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
4,2015,03,05,2015-03-05,11.6,-3.9,1030.4,10.0,9.4,13.0,15.0,30.9,3.0,0.0,7.1,0,612,64,17,23,9,0,41,2,1,110,18,53,7,53,101,79,15,4,9,0,0,1,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0
5,2015,03,06,2015-03-06,12.4,2.0,1031.1,10.0,10.1,17.1,26.0,27.0,0.0,0.0,7.1,0,712,50,21,34,12,0,69,3,1,135,20,36,14,61,118,95,28,0,9,1,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
6,2015,03,07,2015-03-07,31.7,22.0,1018.9,9.3,9.9,15.0,21.0,43.0,25.0,0.0,5.1,0,697,49,16,19,8,1,45,2,3,122,29,43,12,72,146,79,24,3,12,0,1,0,0,0,6,1,3,1,0,0,0,0,0,0,0,0,0
7,2015,03,08,2015-03-08,34.9,27.1,1021.2,10.0,7.0,12.0,999.9,44.1,24.1,0.0,3.9,0,625,32,22,23,9,0,15,1,1,133,11,47,11,59,128,90,23,5,8,0,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0
1,2015,03,09,2015-03-09,36.8,26.3,1021.2,9.9,4.6,8.9,999.9,50.0,25.0,0.0,2.0,0,726,57,15,29,10,0,62,4,8,137,25,65,3,63,129,73,21,5,11,1,0,0,0,1,0,2,4,1,0,0,0,0,0,0,0,0,0
2,2015,03,10,2015-03-10,40.5,36.1,1017.0,4.0,5.9,9.9,15.9,51.1,25.0,0.0,3.9,1,754,57,17,26,11,0,67,4,3,142,17,54,6,81,130,88,26,3,11,0,0,0,0,1,7,1,0,2,0,0,0,0,0,0,0,0,0
3,2015,03,11,2015-03-11,42.1,33.1,1022.3,6.3,6.7,12.0,999.9,51.1,30.0,0.0,999.9,0,746,54,25,30,9,0,66,7,1,150,17,61,6,67,117,71,37,2,10,1,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,0
4,2015,03,12,2015-03-12,41.8,26.4,1031.1,10.0,5.5,15.0,999.9,55.9,28.0,0.0,999.9,0,752,59,24,23,9,0,47,10,2,158,12,54,5,65,154,76,30,1,11,1,0,0,0,2,7,2,0,0,0,0,0,0,0,0,0,0,0
5,2015,03,13,2015-03-13,47.0,30.3,1023.5,10.0,5.8,12.0,999.9,64.9,28.0,0.0,999.9,0,814,42,22,28,19,1,52,5,3,159,32,43,10,86,160,92,37,1,14,2,0,2,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0
6,2015,03,14,2015-03-14,51.0,37.4,1016.3,9.7,10.3,18.1,22.0,64.9,37.0,0.0,999.9,0,798,51,14,23,11,1,33,3,0,159,24,50,6,113,171,79,25,11,9,0,0,9,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0
7,2015,03,15,2015-03-15,45.2,32.0,1021.9,10.0,7.1,17.1,26.0,62.1,28.9,0.0,999.9,0,779,44,9,33,15,0,40,5,5,143,24,62,7,102,175,57,32,3,11,2,0,1,0,2,0,3,4,0,0,0,0,0,0,0,0,0,0
1,2015,03,16,2015-03-16,58.0,37.1,1013.1,10.0,10.9,17.1,25.1,73.0,48.9,0.0,999.9,0,779,55,19,36,12,0,49,4,4,158,24,61,7,78,149,82,17,3,11,0,0,0,0,4,1,2,2,0,0,0,1,0,0,0,0,0,0
2,2015,03,17,2015-03-17,44.6,26.1,1021.7,10.0,15.3,26.0,35.0,73.0,35.1,0.0,999.9,0,692,43,17,25,5,1,34,4,1,147,17,62,3,82,125,98,16,4,5,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
3,2015,03,18,2015-03-18,36.8,14.7,1026.9,10.0,4.1,8.9,999.9,50.0,28.0,0.0,999.9,0,690,49,16,28,12,0,51,1,0,131,21,44,4,59,138,80,25,5,9,0,0,2,0,1,7,5,0,2,0,0,0,0,0,0,0,0,0
4,2015,03,19,2015-03-19,41.7,17.7,1024.0,10.0,6.5,15.0,999.9,50.0,28.0,0.0,999.9,0,717,30,30,28,9,1,29,1,3,154,22,49,6,89,147,74,23,2,10,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0
5,2015,03,20,2015-03-20,42.5,30.3,1018.9,9.7,6.6,12.0,19.0,50.0,37.0,0.0,999.9,0,777,41,24,29,16,2,53,5,3,147,24,51,5,102,145,81,24,1,11,1,1,0,0,1,9,0,1,0,0,0,0,0,0,0,0,0,0
6,2015,03,21,2015-03-21,42.5,34.1,1018.7,7.9,9.9,15.0,20.0,50.0,36.0,0.0,999.9,0,689,46,14,24,19,0,30,3,6,133,20,30,4,90,142,79,28,1,6,0,0,1,0,2,6,3,1,1,0,0,0,0,0,0,0,0,0
7,2015,03,22,2015-03-22,32.4,21.6,1025.2,9.6,8.6,14.0,999.9,48.9,26.1,0.0,999.9,0,656,35,23,26,9,1,29,4,1,130,23,38,7,83,143,65,27,2,4,1,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
1,2015,03,23,2015-03-23,29.1,23.9,1025.2,5.0,10.0,14.0,22.9,35.1,26.1,0.26,5.1,1,592,49,15,30,6,1,41,5,1,140,9,48,6,47,108,54,17,6,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2,2015,03,24,2015-03-24,29.7,20.6,1024.7,9.9,8.5,14.0,999.9,35.1,19.0,0.37,3.9,0,639,47,18,30,10,0,47,2,0,142,11,44,5,53,96,96,23,4,7,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3,2015,03,25,2015-03-25,36.6,31.4,1014.9,6.5,11.0,18.1,24.1,41.0,35.1,0.29,2.0,0,724,48,23,29,11,0,55,6,3,130,24,49,3,78,131,91,20,1,12,0,1,2,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0
4,2015,03,26,2015-03-26,36.7,27.5,1015.9,10.0,9.0,15.0,18.1,42.1,32.0,0.25,2.0,0,684,40,22,32,9,1,36,3,3,123,20,48,5,80,127,83,30,2,6,0,0,1,0,0,10,1,1,1,0,0,0,0,0,0,0,0,0
5,2015,03,27,2015-03-27,29.0,15.6,1020.3,8.8,11.6,15.0,25.1,42.1,21.9,0.04,1.2,0,725,47,25,35,8,1,55,1,2,130,28,34,11,76,125,89,38,2,5,0,0,2,0,1,6,1,1,0,1,0,1,0,0,0,0,0,0
6,2015,03,28,2015-03-28,26.8,11.3,1025.6,10.0,5.9,12.0,999.9,36.0,19.9,0.01,1.2,0,657,36,18,14,12,2,33,2,2,140,22,37,8,69,138,70,26,4,10,0,0,3,0,1,4,4,1,1,0,0,0,0,0,0,0,0,0
7,2015,03,29,2015-03-29,31.6,18.6,1019.9,9.5,12.8,26.0,32.1,46.9,19.9,0.0,999.9,0,619,40,18,21,11,1,32,3,1,128,19,40,4,70,129,78,18,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,2015,03,30,2015-03-30,46.0,30.5,1014.7,10.0,9.4,15.9,28.9,61.0,23.2,0.01,999.9,0,719,56,21,31,15,1,58,5,1,163,17,45,1,75,124,76,17,2,4,2,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0
2,2015,03,31,2015-03-31,48.7,35.2,1010.7,9.5,8.5,15.0,26.0,61.0,34.0,0.0,999.9,0,693,64,19,29,13,1,39,7,2,134,15,40,6,66,150,58,28,2,8,2,0,0,0,1,5,1,2,1,0,0,0,0,0,0,0,0,0
3,2015,04,01,2015-04-01,51.9,35.1,1015.0,10.0,6.9,19.0,28.9,72.0,35.1,0.0,999.9,0,929,66,18,35,14,1,120,1,5,189,31,70,17,82,152,71,21,9,13,1,0,2,1,2,4,2,1,1,0,0,0,0,0,0,0,0,0
4,2015,04,02,2015-04-02,58.5,42.9,1007.3,9.0,13.0,19.0,24.1,72.0,35.1,0.11,999.9,0,794,47,20,32,9,0,54,8,2,163,26,52,6,75,149,92,29,4,8,0,0,1,0,0,12,2,3,0,0,0,0,0,0,0,0,0,0
5,2015,04,03,2015-04-03,50.1,30.9,1012.1,10.0,8.7,15.0,20.0,64.9,36.0,0.25,999.9,0,710,41,27,23,11,1,43,4,0,150,27,42,4,77,131,87,21,5,4,1,0,0,0,1,5,1,3,1,0,0,0,0,0,0,0,0,0
6,2015,04,04,2015-04-04,39.7,23.1,1022.7,10.0,10.1,19.0,31.1,57.9,28.0,0.0,999.9,0,694,56,9,26,10,2,41,4,0,143,20,43,5,85,142,71,14,2,6,0,1,3,0,0,7,2,2,0,0,0,0,0,0,0,0,0,0
7,2015,04,05,2015-04-05,53.5,23.8,1018.1,10.0,8.5,15.9,25.1,66.0,46.0,0.0,999.9,0,673,40,14,30,5,0,27,3,5,119,19,50,10,85,169,54,27,1,6,1,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0
1,2015,04,06,2015-04-06,45.5,34.5,1015.8,10.0,5.1,11.1,999.9,66.0,34.0,0.0,999.9,0,676,51,13,22,13,0,45,3,1,148,28,42,5,80,117,76,18,4,4,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0
2,2015,04,07,2015-04-07,40.4,35.9,1018.1,7.2,11.3,15.9,22.0,45.0,37.9,0.04,999.9,0,603,48,11,31,8,1,49,3,2,139,19,33,3,67,75,72,28,1,8,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
3,2015,04,08,2015-04-08,44.5,42.2,1014.6,3.2,8.2,17.1,22.0,50.0,37.9,0.02,999.9,1,679,58,21,29,7,2,47,3,2,148,23,33,3,78,103,77,29,4,2,0,0,1,2,1,1,1,3,1,0,0,0,0,0,0,0,0,0
